system:index,B2,B3,B4,B8,NDWI,SWIR1,SWIR2,latitude,longitude,.geo
0,914,587,378,235,0.4282238483428955,140,96,-7.305338538319927,72.38061037758625,"{""type"":""Point"",""coordinates"":[72.38063659631389,-7.305317212050705]}"
2,1936,1558,1270,1214,0.12409812211990356,1242,1023,-7.2919221263388785,72.41144013520086,"{""type"":""Point"",""coordinates"":[72.41147124948338,-7.291902466439484]}"
10,977,641,449,300,0.3623804450035095,175,106,-7.3064099244244085,72.38224644101064,"{""type"":""Point"",""coordinates"":[72.3822645797805,-7.306376494361725]}"
14,1533,1167,976,821,0.17404426634311676,794,592,-7.27876621559299,72.41966063745211,"{""type"":""Point"",""coordinates"":[72.41965064787304,-7.278762792735771]}"
18,1737,1388,1184,980,0.17229729890823364,917,683,-7.283067318977889,72.43597167253292,"{""type"":""Point"",""coordinates"":[72.43599390664346,-7.283061890623814]}"
19,2712,2435,2318,2015,0.09438202530145645,1968,1407,-7.293467397216758,72.42203317991277,"{""type"":""Point"",""coordinates"":[72.4220764105749,-7.293463767283009]}"
25,926,596,402,252,0.40566039085388184,133,85,-7.307469752910195,72.38541998046493,"{""type"":""Point"",""coordinates"":[72.38541734040828,-7.307475166008451]}"
26,2414,2274,2189,1816,0.11198043823242188,1654,1228,-7.303999168392871,72.43830200805088,"{""type"":""Point"",""coordinates"":[72.4383433338656,-7.304038722869171]}"
27,1441,1152,969,778,0.19378238916397095,719,521,-7.277419709622115,72.40662766787575,"{""type"":""Point"",""coordinates"":[72.40661531128436,-7.277450938346338]}"
30,1521,1192,902,834,0.17670286278381048,736,550,-7.298890416981077,72.37341685522361,"{""type"":""Point"",""coordinates"":[72.37341588433925,-7.298880214905205]}"
34,926,608,410,266,0.3913043439388275,153,97,-7.306936107101189,72.38433062639359,"{""type"":""Point"",""coordinates"":[72.38431142613102,-7.306894410172699]}"
35,3598,3432,3363,3253,0.02677636407315731,2857,2119,-7.300851156926822,72.40092621863589,"{""type"":""Point"",""coordinates"":[72.40095017058218,-7.300861149661112]}"
37,1254,905,608,479,0.3078034818172455,531,436,-7.2934535214892104,72.3999658917156,"{""type"":""Point"",""coordinates"":[72.40000739156552,-7.293430455749643]}"
38,3904,3717,3416,3490,0.031497154384851456,3105,2415,-7.307616017216765,72.41391068292948,"{""type"":""Point"",""coordinates"":[72.41390703608396,-7.307622174247585]}"
40,2304,1823,1556,1505,0.09555288404226303,1364,1082,-7.2893471817180595,72.40563255146323,"{""type"":""Point"",""coordinates"":[72.40559447276803,-7.289329283144756]}"
42,977,607,393,245,0.4248826205730438,151,116,-7.296008382732512,72.43227203096693,"{""type"":""Point"",""coordinates"":[72.43230030086958,-7.295970358177805]}"
43,1870,1589,1472,1192,0.14275440573692322,1248,1058,-7.283145239472815,72.43760009327583,"{""type"":""Point"",""coordinates"":[72.43761286723661,-7.28315645073755]}"
45,1367,960,728,576,0.25,452,309,-7.28928803155712,72.43728521901356,"{""type"":""Point"",""coordinates"":[72.43727816836655,-7.289263955593564]}"
49,2115,1659,1441,1317,0.11491935700178146,1230,891,-7.293418682589001,72.42845390459667,"{""type"":""Point"",""coordinates"":[72.42847112667052,-7.2934460981268705]}"
50,1366,1078,885,668,0.23482245206832886,813,668,-7.279517661494048,72.40383996701567,"{""type"":""Point"",""coordinates"":[72.40380231361928,-7.279496888803794]}"
52,2618,2501,1298,636,0.5945170521736145,482,322,-7.285813424788194,72.38317690169343,"{""type"":""Point"",""coordinates"":[72.3831447366959,-7.285821187709846]}"
53,1137,766,548,387,0.3287077248096466,298,196,-7.282929991982939,72.43027321350294,"{""type"":""Point"",""coordinates"":[72.43028768695359,-7.28292812562504]}"
56,3607,3646,3695,3354,0.04171428456902504,3362,2478,-7.301654289899515,72.40219847879074,"{""type"":""Point"",""coordinates"":[72.40224163180089,-7.301658405247487]}"
59,4284,4022,4022,3783,0.030621396377682686,3216,2363,-7.309255706403211,72.4000853915777,"{""type"":""Point"",""coordinates"":[72.40007558757166,-7.309277358951208]}"
60,1593,1251,1134,873,0.17796610295772552,918,693,-7.2836180221477465,72.43480021515033,"{""type"":""Point"",""coordinates"":[72.43478583046947,-7.283645756758588]}"
65,1616,1282,990,936,0.15599639314697927,551,341,-7.304732875485849,72.3770784862602,"{""type"":""Point"",""coordinates"":[72.37708320055148,-7.304750620851315]}"
71,2541,2137,1855,1856,0.07037315517663956,1615,1293,-7.289927124370855,72.40057233734126,"{""type"":""Point"",""coordinates"":[72.40055611966189,-7.28990385738101]}"
72,2279,1944,1472,1564,0.108323834836483,1055,578,-7.294273016115356,72.39906767749603,"{""type"":""Point"",""coordinates"":[72.39909743036533,-7.294314824898849]}"
73,1553,1207,972,798,0.20399002730846405,846,634,-7.289671532707548,72.42245651510015,"{""type"":""Point"",""coordinates"":[72.42241269271821,-7.2896986372706225]}"
74,1052,684,431,316,0.36800000071525574,180,109,-7.297699902178828,72.43545026725872,"{""type"":""Point"",""coordinates"":[72.43548912551468,-7.2977283718838395]}"
76,3880,3655,3562,3357,0.042498573660850525,2787,2107,-7.310729134082933,72.39629790201566,"{""type"":""Point"",""coordinates"":[72.39632453083884,-7.310770733449905]}"
