system:index,B2,B3,B4,B8,NDWI,SWIR1,SWIR2,latitude,longitude,.geo
344,847,590,478,449,0.13570741097208855,592,436,-15.937888395708995,-5.73497896630993,"{""type"":""Point"",""coordinates"":[-5.734972222189048,-15.937876553903358]}"
351,810,564,446,519,0.041551247239112854,496,365,-15.929764934115218,-5.698745143317641,"{""type"":""Point"",""coordinates"":[-5.698763553433648,-15.929759625162115]}"
395,785,515,383,339,0.20608898997306824,380,295,-15.99720730530548,-5.686389678938358,"{""type"":""Point"",""coordinates"":[-5.6863568238589695,-15.997243250697291]}"
397,852,601,477,479,0.11296296296296296,554,400,-15.93977168393735,-5.7360313109168,"{""type"":""Point"",""coordinates"":[-5.736024565135893,-15.93977257889699]}"
414,925,574,402,278,0.3474178403755869,227,181,-15.932316027602306,-5.739943941976327,"{""type"":""Point"",""coordinates"":[-5.739974816438415,-15.932316779050556]}"
433,823,510,332,230,0.3783783783783784,137,112,-15.930433942666166,-5.738798288873782,"{""type"":""Point"",""coordinates"":[-5.738785576460144,-15.93047094554288]}"
476,794,526,405,377,0.16500553488731384,407,324,-15.997387913749456,-5.6863920934618735,"{""type"":""Point"",""coordinates"":[-5.686385642532481,-15.997349666144537]}"
493,1094,761,589,457,0.24958949096880131,379,310,-15.936526920236297,-5.742614768067199,"{""type"":""Point"",""coordinates"":[-5.742592706321312,-15.936521598682813]}"
497,1223,852,699,580,0.18994413407821228,490,398,-15.934934748779234,-5.739979500543682,"{""type"":""Point"",""coordinates"":[-5.740005061399987,-15.934925175594566]}"
508,915,616,449,479,0.12511415779590607,403,268,-15.935111557052872,-5.733167781109721,"{""type"":""Point"",""coordinates"":[-5.733124745999679,-15.935070419456546]}"
522,1032,686,499,371,0.2980132450331126,299,240,-15.937982417379962,-5.741794450009045,"{""type"":""Point"",""coordinates"":[-5.74183265676692,-15.938024589105536]}"
524,1185,1010,1056,1004,0.002979146083816886,1188,1036,-15.996393297673936,-5.671998830789953,"{""type"":""Point"",""coordinates"":[-5.671953650860807,-15.996426183620937]}"
542,819,545,401,359,0.2057522088289261,373,264,-15.935643894292143,-5.7339217489163445,"{""type"":""Point"",""coordinates"":[-5.733877637070308,-15.935674666515157]}"
546,1105,786,608,457,0.26468222043443285,399,327,-15.936083730749205,-5.741955333965246,"{""type"":""Point"",""coordinates"":[-5.741987121289015,-15.936100618826561]}"
576,794,490,271,157,0.5146831530139103,81,66,-15.93650307039654,-5.737387149934269,"{""type"":""Point"",""coordinates"":[-5.737410999679421,-15.936544786702452]}"
660,1028,803,689,631,0.11994421482086182,583,452,-15.93074659093301,-5.699691714722046,"{""type"":""Point"",""coordinates"":[-5.699674593050254,-15.930790990500041]}"
670,1082,702,478,380,0.2975970425138632,347,263,-15.93540523174711,-5.738492384543154,"{""type"":""Point"",""coordinates"":[-5.738488064991842,-15.935396562864598]}"
710,971,620,427,313,0.3290460878885316,232,195,-15.937416856723623,-5.743653658823303,"{""type"":""Point"",""coordinates"":[-5.74365537540921,-15.937428314247498]}"
725,996,823,792,808,0.009196811355650425,1192,1010,-15.988618912199406,-5.672549101296206,"{""type"":""Point"",""coordinates"":[-5.67257376830678,-15.988645449929392]}"
758,1094,890,909,785,0.06268656998872757,1185,1060,-15.99798974158402,-5.6743544972693885,"{""type"":""Point"",""coordinates"":[-5.6743641506362295,-15.997988852952556]}"
790,819,519,346,241,0.36578947368421055,151,123,-15.931260876043304,-5.737689404048376,"{""type"":""Point"",""coordinates"":[-5.737684022735835,-15.93122570520688]}"
810,932,576,342,219,0.4490566037735849,146,125,-15.939066023976364,-5.74180917853991,"{""type"":""Point"",""coordinates"":[-5.741814884792304,-15.939107368478068]}"
851,787,522,382,356,0.1890660524368286,348,246,-15.937370271323443,-5.733105035195209,"{""type"":""Point"",""coordinates"":[-5.733097872563897,-15.937328577052892]}"
872,807,580,459,574,0.005199306644499302,518,358,-15.946060035881427,-5.724447926613084,"{""type"":""Point"",""coordinates"":[-5.724460579460928,-15.946022014442246]}"
907,1051,716,526,406,0.27629233511586454,313,258,-15.9379788546835,-5.742074436857694,"{""type"":""Point"",""coordinates"":[-5.74209586763782,-15.937941080581316]}"
944,973,820,737,804,0.009852216579020023,654,435,-15.959970055953399,-5.673942518033131,"{""type"":""Point"",""coordinates"":[-5.67392487299586,-15.95995914333963]}"
954,1159,830,680,539,0.21256391526661797,482,391,-15.93263093336276,-5.743588579733478,"{""type"":""Point"",""coordinates"":[-5.74361105117877,-15.932626694286787]}"
983,1124,931,918,857,0.04138702526688576,1124,999,-15.998452891021996,-5.6734268845471325,"{""type"":""Point"",""coordinates"":[-5.673434503727692,-15.998452587498297]}"
1003,1486,1072,923,831,0.1266421377658844,698,582,-15.997747877036199,-5.672016842560349,"{""type"":""Point"",""coordinates"":[-5.672023108186752,-15.997761971086035]}"
1100,817,578,443,489,0.08341143280267715,633,492,-16.00092763906694,-5.699418911095823,"{""type"":""Point"",""coordinates"":[-5.699461616999291,-16.00096135756481]}"
1117,998,764,614,527,0.18357862122385749,774,663,-15.939096887690193,-5.739382609889527,"{""type"":""Point"",""coordinates"":[-5.739363311851587,-15.939129485498254]}"
1129,1027,829,782,729,0.06418485194444656,987,871,-16.000362112214418,-5.686898748299949,"{""type"":""Point"",""coordinates"":[-5.686942088108517,-16.000354329173646]}"
1180,1124,805,666,514,0.22062168309325247,434,350,-15.9356357899702,-5.741669214198117,"{""type"":""Point"",""coordinates"":[-5.741629185252581,-15.935680982068446]}"
1197,1209,929,817,885,0.024255787953734398,993,840,-15.998170351801198,-5.674356901107283,"{""type"":""Point"",""coordinates"":[-5.67433415559547,-15.99816949488741]}"
1225,1017,806,792,782,0.015113350003957748,1004,887,-15.988710378619226,-5.672456943835204,"{""type"":""Point"",""coordinates"":[-5.672480495422926,-15.98873591294508]}"
1238,930,710,643,707,0.002117148833349347,920,756,-15.99915660502291,-5.6894038083951965,"{""type"":""Point"",""coordinates"":[-5.689430629806039,-15.999146702737956]}"
1245,790,548,409,476,0.0703125,577,393,-15.991439394458588,-5.7141376553413945,"{""type"":""Point"",""coordinates"":[-5.714100471263144,-15.991440513989307]}"
1248,1203,817,626,481,0.2588597842835131,379,300,-15.935673762321958,-5.738682717804327,"{""type"":""Point"",""coordinates"":[-5.738724376240154,-15.935635439608074]}"
