system:index,B2,B3,B4,B8,NDWI,SWIR1,SWIR2,latitude,longitude,.geo
1621,770,518,396,327,0.22603550553321838,287,214,-15.930125604336622,-5.727499719177226,"{""type"":""Point"",""coordinates"":[-5.727496264932108,-15.930123804856564]}"
1636,1326,1236,1315,1140,0.04040404036641121,1647,1560,-15.931948166771534,-5.726217544086852,"{""type"":""Point"",""coordinates"":[-5.726202525902665,-15.931916189252563]}"
1641,1469,1163,1127,961,0.0951035781544256,1067,922,-15.93345432747998,-5.7427596885256955,"{""type"":""Point"",""coordinates"":[-5.742726644178605,-15.933456855112427]}"
1699,822,588,439,563,0.021720243617892265,484,294,-15.989437942582857,-5.693755637378453,"{""type"":""Point"",""coordinates"":[-5.693746169363117,-15.989443221647054]}"
1705,825,621,525,541,0.06884681583476764,675,472,-15.948197067768062,-5.741093185252386,"{""type"":""Point"",""coordinates"":[-5.741118817194661,-15.948222623252825]}"
1720,813,592,503,489,0.09528214484453201,903,728,-15.996965920880179,-5.691242006215495,"{""type"":""Point"",""coordinates"":[-5.691260576566859,-15.996972865296735]}"
1733,1408,1033,925,874,0.08337703198741479,1239,1307,-15.933385397006719,-5.741078578342202,"{""type"":""Point"",""coordinates"":[-5.741087458921962,-15.933405203058852]}"
1786,725,516,325,451,0.06721819937229156,316,175,-15.940117972989134,-5.694216166536254,"{""type"":""Point"",""coordinates"":[-5.694222039664672,-15.940115248307743]}"
1789,785,584,421,570,0.012131716124713421,554,351,-15.944279186554493,-5.715275614677481,"{""type"":""Point"",""coordinates"":[-5.715263208434006,-15.944246489686128]}"
1823,878,649,537,534,0.09721048182586645,656,441,-15.94483337465303,-5.742821070730486,"{""type"":""Point"",""coordinates"":[-5.742810314719721,-15.944810880983825]}"
1860,817,603,483,564,0.033419023136246784,588,373,-15.946882935411503,-5.74499598183928,"{""type"":""Point"",""coordinates"":[-5.745017090850375,-15.94685751827217]}"
1862,2323,2106,2136,2096,0.002379819133745835,2239,1903,-15.931251473903444,-5.745530003576209,"{""type"":""Point"",""coordinates"":[-5.745554134817134,-15.931262012660925]}"
1863,720,500,339,433,0.07181136310100555,603,368,-15.989177675952158,-5.721576760793277,"{""type"":""Point"",""coordinates"":[-5.721594981741741,-15.989190567507295]}"
1889,1520,1391,1352,1160,0.09055272442179538,1462,1494,-15.93356837197205,-5.740894377665302,"{""type"":""Point"",""coordinates"":[-5.740886815421088,-15.93358535509876]}"
1913,734,519,345,498,0.02064896747469902,609,358,-15.990346831660586,-5.69330095235425,"{""type"":""Point"",""coordinates"":[-5.693305117184477,-15.990363687206447]}"
1914,934,747,743,712,0.023989032953977585,1185,1005,-16.00011805658794,-5.684747797014627,"{""type"":""Point"",""coordinates"":[-5.684771695708994,-16.000112458622176]}"
1915,980,651,445,311,0.35343035343035345,238,172,-15.934609121883595,-5.737174766131581,"{""type"":""Point"",""coordinates"":[-5.737206267230007,-15.93462459038004]}"
1948,701,476,275,417,0.06606943160295486,257,119,-15.959773355892041,-5.739850326820373,"{""type"":""Point"",""coordinates"":[-5.739818758366576,-15.959740281134689]}"
1961,1394,1078,803,593,0.29024536205864754,519,403,-15.93605393670869,-5.737194366991346,"{""type"":""Point"",""coordinates"":[-5.7372169702887055,-15.936071090157093]}"
1972,952,737,707,653,0.06043165549635887,725,627,-16.00096736144183,-5.689054536281528,"{""type"":""Point"",""coordinates"":[-5.689065597238984,-16.000948896351485]}"
1990,850,616,507,570,0.0387858347386172,597,404,-15.945871814007438,-5.739287942049348,"{""type"":""Point"",""coordinates"":[-5.73925725319517,-15.945878798516263]}"
